AÑO,CCAA,KG RECOGIDOS,HABITANTES,CONTENEDOR
2010,EXTREMADURA,75030,4627,Azul
2010,EXTREMADURA,284190,25690,Azul
2010,MADRID,296150,14979,Azul
2010,EXTREMADURA,314150,28197,Azul
2010,EXTREMADURA,130568,17228,Azul
2010,COMUNIDAD VALENCIANA,236910,11467,Azul
2010,CASTILLA Y LEON,251084,12078,Azul
2010,CASTILLA Y LEON,65065,5319,Azul
2010,MADRID,137220,4712,Azul
2010,CASTILLA Y LEON,24408,1436,Azul
2010,CASTILLA Y LEON,68540,691,Azul
2010,CASTILLA Y LEON,653050,30906,Azul
2010,CASTILLA Y LEON,362320,21090,Azul
2010,CASTILLA Y LEON,63640,5227,Azul
2010,CASTILLA Y LEON,50268,2957,Azul
2010,CASTILLA Y LEON,277400,15897,Azul
2010,ASTURIAS,7293036,224005,Azul
2010,GALICIA,416630,38062,Azul
2010,GALICIA,136500,17320,Azul
2010,CASTILLA Y LEON,968940,39528,Azul
2010,REGION DE MURCIA,343720,34533,Azul
2010,COMUNIDAD VALENCIANA,3634,915,Azul
2010,COMUNIDAD VALENCIANA,27600,2096,Azul
2010,MADRID,77919,4049,Azul
2010,COMUNIDAD VALENCIANA,19818,1479,Azul
2010,COMUNIDAD VALENCIANA,23169,3074,Azul
2010,COMUNIDAD VALENCIANA,267723,3068,Azul
2010,GALICIA,15106,1796,Azul
2010,CASTILLA Y LEON,48720,5405,Azul
2010,MADRID,832592,31820,Azul
2010,EXTREMADURA,70920,5903,Azul
2010,EXTREMADURA,189440,11343,Azul
2010,COMUNIDAD VALENCIANA,227740,10284,Azul
2010,GALICIA,11990,1815,Azul
2010,GALICIA,6650,1731,Azul
2010,CATALUÑA,185659,4375,Azul
2010,NAVARRA,426030,10079,Azul
2010,COMUNIDAD VALENCIANA,149460,18979,Azul
2010,ANDALUCIA,131720,74520,Azul
2010,ANDALUCIA,583660,75581,Azul
2010,ANDALUCIA,1629740,122943,Azul
2010,ANDALUCIA,240482,25331,Azul
2010,GALICIA,5783,3129,Azul
2010,CASTILLA Y LEON,257800,42337,Azul
2010,MADRID,189283,14800,Azul
2010,CASTILLA Y LEON,1513500,56660,Azul
2010,GALICIA,9555,1365,Azul
2010,EXTREMADURA,1267000,148334,Azul
2010,GALICIA,8055,2105,Azul
2010,GALICIA,6525,1707,Azul
2010,EXTREMADURA,55170,4469,Azul
2010,MADRID,1111680,62750,Azul
2010,BALEARES,2167930,51774,Azul
2010,REGION DE MURCIA,107640,12493,Azul
2010,COMUNIDAD VALENCIANA,126220,20431,Azul
2010,GALICIA,33375,6228,Azul
2010,REGION DE MURCIA,307360,16235,Azul
2010,COMUNIDAD VALENCIANA,46737,4284,Azul
2010,COMUNIDAD VALENCIANA,5021,260,Azul
2010,COMUNIDAD VALENCIANA,8690,1331,Azul
2010,COMUNIDAD VALENCIANA,109758,8860,Azul
2010,REGION DE MURCIA,192310,10759,Azul
2010,MADRID,4060730,186066,Azul
2010,CASTILLA Y LEON,493640,21762,Azul
2010,ANDALUCIA,713630,77293,Azul
2010,ANDALUCIA,3279815,263749,Azul
2010,CASTILLA Y LEON,5184,305,Azul
2010,CASTILLA Y LEON,83160,4892,Azul
2010,CASTILLA Y LEON,38987,1975,Azul
2010,MADRID,300818,7580,Azul
2010,MADRID,45792,2119,Azul
2010,CASTILLA Y LEON,38028,2237,Azul
2010,PAIS VASCO,14656,1054,Azul
2010,MADRID,88200,8357,Azul
2010,PAIS VASCO,6648,231,Azul
2010,PAIS VASCO,240000,4029,Azul
2010,MADRID,89231,4537,Azul
2010,ARAGON,38958,5259,Azul
2010,GALICIA,14994,2142,Azul
2010,GALICIA,2727,2752,Azul
2010,COMUNIDAD VALENCIANA,54017,3329,Azul
2010,COMUNIDAD VALENCIANA,14588,1507,Azul
2010,COMUNIDAD VALENCIANA,121212,5444,Azul
2010,COMUNIDAD VALENCIANA,1513,433,Azul
2010,COMUNIDAD VALENCIANA,23393,1477,Azul
2010,MADRID,80910,7262,Azul
2010,COMUNIDAD VALENCIANA,4741,1122,Azul
2010,COMUNIDAD VALENCIANA,17410,2017,Azul
2010,COMUNIDAD VALENCIANA,27293,8767,Azul
2010,COMUNIDAD VALENCIANA,7996,1042,Azul
2010,GALICIA,3147,2896,Azul
2010,COMUNIDAD VALENCIANA,318204,28908,Azul
2010,MADRID,175910,11582,Azul
2010,NAVARRA,697220,22185,Azul
2010,COMUNIDAD VALENCIANA,183660,20468,Azul
2010,ANDALUCIA,236610,31210,Azul
2010,CATALUÑA,3257212,219547,Azul
2010,CATALUÑA,154680,13679,Azul
2010,CATALUÑA,560860,31144,Azul
2010,CATALUÑA,49583991,1621537,Azul
2010,CATALUÑA,184220,6271,Azul
2010,CATALUÑA,394620,11977,Azul
2010,MADRID,45214,2710,Azul
2010,CATALUÑA,1287300,62080,Azul
2010,CATALUÑA,1489080,58747,Azul
2010,CATALUÑA,2196564,86519,Azul
2010,CATALUÑA,1233915,46862,Azul
2010,CATALUÑA,727884,45994,Azul
2010,CATALUÑA,5411330,257038,Azul
2010,CATALUÑA,896169,24067,Azul
2010,CATALUÑA,877020,33453,Azul
2010,CATALUÑA,66280,3900,Azul
2010,CATALUÑA,348210,11134,Azul
2010,MADRID,438508,17889,Azul
2010,CATALUÑA,1519630,63418,Azul
2010,CATALUÑA,814066,37088,Azul
2010,CATALUÑA,810831,33761,Azul
2010,CATALUÑA,615280,26401,Azul
2010,CATALUÑA,1511250,82428,Azul
2010,CATALUÑA,50185,3779,Azul
2010,CATALUÑA,1810100,79253,Azul
2010,CATALUÑA,1195815,42919,Azul
2010,CATALUÑA,1182455,32030,Azul
2010,CATALUÑA,772820,15811,Azul
2010,MADRID,37979,2061,Azul
2010,CATALUÑA,839390,27701,Azul
2010,CATALUÑA,148110,7744,Azul
2010,CATALUÑA,1725070,119717,Azul
2010,CATALUÑA,269480,7590,Azul
2010,CATALUÑA,149060,5430,Azul
2010,CATALUÑA,1390380,63489,Azul
2010,CATALUÑA,367070,10270,Azul
2010,REGION DE MURCIA,6506,1519,Azul
2010,REGION DE MURCIA,70630,15619,Azul
2010,REGION DE MURCIA,45364,16941,Azul
2010,MADRID,27423,2537,Azul
2010,REGION DE MURCIA,181140,35221,Azul
2010,REGION DE MURCIA,8674,2270,Azul
2010,REGION DE MURCIA,6506,939,Azul
2010,CASTILLA Y LEON,46908,2759,Azul
2010,MADRID,28789,2903,Azul
2010,MADRID,15293,2087,Azul
2010,MADRID,2996,426,Azul
2010,GALICIA,72320,10059,Azul
2010,COMUNIDAD VALENCIANA,3026,792,Azul
2010,MADRID,760720,21781,Azul
2010,REGION DE MURCIA,308872,23738,Azul
2010,CASTILLA Y LEON,58824,3460,Azul
2010,GALICIA,25240,4710,Azul
2010,COMUNIDAD VALENCIANA,98050,11133,Azul
2010,ARAGON,338860,19809,Azul
2010,ARAGON,426040,13396,Azul
2010,ARAGON,296001,17042,Azul
2010,MADRID,39806,2529,Azul
2010,ARAGON,291650,16392,Azul
2010,ARAGON,139240,10470,Azul
2010,CANARIAS,30450,5782,Azul
2010,COMUNIDAD VALENCIANA,74522,7689,Azul
2010,COMUNIDAD VALENCIANA,52372,3976,Azul
2010,ANDALUCIA,2654940,278685,Azul
2010,CATALUÑA,360320,11633,Azul
2010,CATALUÑA,152670,4408,Azul
2010,MADRID,34248,1488,Azul
2010,CATALUÑA,216020,6964,Azul
2010,CATALUÑA,417390,18627,Azul
2010,CATALUÑA,393230,8672,Azul
2010,CATALUÑA,656900,19482,Azul
2010,CATALUÑA,58455,1517,Azul
2010,CATALUÑA,358240,23002,Azul
2010,CATALUÑA,75110,2616,Azul
2010,CATALUÑA,288428,8616,Azul
2010,CATALUÑA,220840,7676,Azul
2010,CATALUÑA,28800,713,Azul
2010,MADRID,82240,3812,Azul
2010,CATALUÑA,560060,25048,Azul
2010,CATALUÑA,111270,7870,Azul
2010,CATALUÑA,47820,1864,Azul
2010,CATALUÑA,146586,5872,Azul
2010,CATALUÑA,186930,7322,Azul
2010,CANTABRIA,1709420,55947,Azul
2010,CANTABRIA,4685939,182700,Azul
2010,CANTABRIA,907417,31404,Azul
2010,MADRID,1617410,82428,Azul
2010,CATALUÑA,551320,14070,Azul
2010,ANDALUCIA,3952020,208525,Azul
2010,COMUNIDAD VALENCIANA,89417,2184,Azul
2010,COMUNIDAD VALENCIANA,6400,906,Azul
2010,MADRID,110183,8048,Azul
2010,MADRID,1424700,75912,Azul
2010,CASTILLA-LA MANCHA,3276310,210310,Azul
2010,COMUNIDAD VALENCIANA,42000,5680,Azul
2010,CATALUÑA,334640,12279,Azul
2010,MADRID,34823,2139,Azul
2010,ARAGON,203960,8943,Azul
2010,MADRID,9683,858,Azul
2010,EXTREMADURA,93649,5493,Azul
2010,CATALUÑA,661740,40047,Azul
2010,MADRID,120294,6781,Azul
2010,MADRID,212147,11553,Azul
2010,MADRID,52210,2306,Azul
2010,MADRID,2380070,86340,Azul
2010,MADRID,30059,1376,Azul
2010,MADRID,32658,1396,Azul
2010,CATALUÑA,1195560,39363,Azul
2010,CATALUÑA,520850,6871,Azul
2010,CATALUÑA,114110,2070,Azul
2010,CATALUÑA,108320,7430,Azul
2010,CATALUÑA,897200,20197,Azul
2010,MADRID,156990,6368,Azul
2010,CATALUÑA,1132574,26649,Azul
2010,CATALUÑA,538140,13548,Azul
2010,COMUNIDAD VALENCIANA,24000,4865,Azul
2010,MADRID,1977885,68110,Azul
2010,GALICIA,38387,6224,Azul
2010,COMUNIDAD VALENCIANA,276,126,Azul
2010,CASTILLA Y LEON,698400,94727,Azul
2010,ARAGON,3425621,88215,Azul
2010,COMUNIDAD VALENCIANA,7436,2893,Azul
2010,MADRID,33840,557,Azul
2010,MADRID,76536,5087,Azul
2010,MADRID,5509550,167967,Azul
2010,MADRID,14156,297,Azul
2010,MADRID,19818,801,Azul
2010,COMUNIDAD VALENCIANA,238791,16184,Azul
2010,MADRID,40050,1162,Azul
2010,MADRID,318330,22132,Azul
2010,PAIS VASCO,1420910,46978,Azul
2010,COMUNIDAD VALENCIANA,156450,13941,Azul
2010,COMUNIDAD VALENCIANA,365860,29386,Azul
2010,MADRID,995830,43414,Azul
2010,COMUNIDAD VALENCIANA,298668,10062,Azul
2010,CATALUÑA,295815,6875,Azul
2010,CATALUÑA,1279371,31720,Azul
2010,REGION DE MURCIA,89470,6996,Azul
2010,REGION DE MURCIA,233680,21062,Azul
2010,CASTILLA Y LEON,29090,1972,Azul
2010,CASTILLA Y LEON,387380,17013,Azul
2010,LA RIOJA,5273120,152107,Azul
2010,MADRID,392685,18098,Azul
2010,ARAGON,576600,27810,Azul
2010,GALICIA,31640,4520,Azul
2010,CANARIAS,25180,7524,Azul
2010,CASTILLA-LA MANCHA,13150,2296,Azul
2010,ARAGON,405540,19291,Azul
2010,COMUNIDAD VALENCIANA,59927,11011,Azul
2010,REGION DE MURCIA,17933,1369,Azul
2010,MADRID,3627870,206478,Azul
2010,ARAGON,111369,11601,Azul
2010,ARAGON,43835,7116,Azul
2010,ARAGON,248080,13978,Azul
2010,ARAGON,174030,14775,Azul
2010,ARAGON,361365,24528,Azul
2010,ARAGON,135040,7225,Azul
2010,ARAGON,162157,11169,Azul
2010,ARAGON,69753,6322,Azul
2010,ARAGON,86805,6965,Azul
2010,ARAGON,404640,42319,Azul
2010,MADRID,427371,21584,Azul
2010,ARAGON,558390,47361,Azul
2010,ARAGON,466520,21230,Azul
2010,ARAGON,272112,10221,Azul
2010,ARAGON,134024,9234,Azul
2010,ARAGON,271320,14825,Azul
2010,ARAGON,128327,17541,Azul
2010,ARAGON,496028,36338,Azul
2010,CANARIAS,88860,24405,Azul
2010,CANARIAS,73140,8054,Azul
2010,CANARIAS,104830,10555,Azul
2010,COMUNIDAD VALENCIANA,85953,11188,Azul
2010,MADRID,688398,26475,Azul
2010,CASTILLA Y LEON,72402,5547,Azul
2010,ARAGON,22845,7911,Azul
2010,CASTILLA Y LEON,75320,5258,Azul
2010,REGION DE MURCIA,14130,4034,Azul
2010,REGION DE MURCIA,4334,584,Azul
2010,REGION DE MURCIA,129100,10174,Azul
2010,REGION DE MURCIA,5260,549,Azul
2010,CATALUÑA,109345,5017,Azul
2010,CASTILLA Y LEON,39792,2341,Azul
2010,CASTILLA Y LEON,43850,6427,Azul
2010,EXTREMADURA,137860,13356,Azul
2010,EXTREMADURA,184140,15293,Azul
2010,COMUNIDAD VALENCIANA,95480,6546,Azul
2010,CATALUÑA,92880,3179,Azul
2010,CATALUÑA,85092,6802,Azul
2010,CATALUÑA,94620,1737,Azul
2010,CASTILLA Y LEON,86210,4230,Azul
2010,CASTILLA Y LEON,31620,3743,Azul
2010,CATALUÑA,56890,1149,Azul
2010,EXTREMADURA,96490,6514,Azul
2010,CASTILLA Y LEON,112470,4077,Azul
2010,EXTREMADURA,127300,9527,Azul
2010,PAIS VASCO,55360,1232,Azul
2010,REGION DE MURCIA,12200,2210,Azul
2010,COMUNIDAD VALENCIANA,7316,546,Azul
2010,COMUNIDAD VALENCIANA,14163,1057,Azul
2010,CASTILLA Y LEON,187968,11057,Azul
2010,GALICIA,53050,9618,Azul
2010,GALICIA,13309,3678,Azul
2010,CANTABRIA,798625,55096,Azul
2010,COMUNIDAD VALENCIANA,83746,2221,Azul
2010,CANARIAS,32260,5254,Azul
2010,COMUNIDAD VALENCIANA,174579,20740,Azul
2010,ARAGON,257432,14691,Azul
2010,REGION DE MURCIA,124010,8978,Azul
2010,GALICIA,197000,24505,Azul
2010,COMUNIDAD VALENCIANA,88858,6744,Azul
2010,CASTILLA Y LEON,41124,2419,Azul
2010,CATALUÑA,358170,10181,Azul
2010,GALICIA,137765,24672,Azul
2010,COMUNIDAD VALENCIANA,20500,8056,Azul
2010,COMUNIDAD VALENCIANA,122492,5746,Azul
2010,COMUNIDAD VALENCIANA,98289,7335,Azul
2010,COMUNIDAD VALENCIANA,9353,698,Azul
2010,COMUNIDAD VALENCIANA,82235,6137,Azul
2010,COMUNIDAD VALENCIANA,173981,8270,Azul
2010,EXTREMADURA,19710,1108,Azul
2010,ANDALUCIA,90253,9658,Azul
2010,REGION DE MURCIA,14290,4534,Azul
2010,REGION DE MURCIA,216260,10933,Azul
2010,EXTREMADURA,33520,6538,Azul
2010,EXTREMADURA,64160,4155,Azul
2010,EXTREMADURA,145738,16997,Azul
2010,ANDALUCIA,602120,84227,Azul
2010,CASTILLA Y LEON,40280,3721,Azul
2010,GALICIA,15175,2168,Azul
2010,EXTREMADURA,116560,11533,Azul
2010,CASTILLA Y LEON,96840,8074,Azul
2010,CATALUÑA,526220,15345,Azul
2010,CATALUÑA,584340,14143,Azul
2010,PAIS VASCO,343860,12353,Azul
2010,CATALUÑA,271420,14066,Azul
2010,PAIS VASCO,7380,441,Azul
2010,ANDALUCIA,387270,20984,Azul
2010,PAIS VASCO,19472,1016,Azul
2010,CATALUÑA,200535,7202,Azul
2010,CANARIAS,32500,5194,Azul
2010,CANARIAS,17250,5194,Azul
2010,CANARIAS,49750,5194,Azul
2010,EXTREMADURA,26440,9286,Azul
2010,EXTREMADURA,223000,9015,Azul
2010,NAVARRA,256980,6215,Azul
2010,COMUNIDAD VALENCIANA,4327,435,Azul
2010,COMUNIDAD VALENCIANA,6477,448,Azul
2010,COMUNIDAD VALENCIANA,1295,182,Azul
2010,COMUNIDAD VALENCIANA,2325,235,Azul
2010,COMUNIDAD VALENCIANA,9875,718,Azul
2010,COMUNIDAD VALENCIANA,10934,816,Azul
2010,COMUNIDAD VALENCIANA,1737,405,Azul
2010,COMUNIDAD VALENCIANA,9741,727,Azul
2010,COMUNIDAD VALENCIANA,315,155,Azul
2010,EXTREMADURA,197060,13543,Azul
2010,COMUNIDAD VALENCIANA,3582,805,Azul
2010,COMUNIDAD VALENCIANA,14400,1012,Azul
2010,COMUNIDAD VALENCIANA,12677,1695,Azul
2010,GALICIA,94250,16743,Azul
2010,GALICIA,11200,2635,Azul
2010,ARAGON,70040,8695,Azul
2010,COMUNIDAD VALENCIANA,25500,3128,Azul
2010,ARAGON,369120,26585,Azul
2010,CANTABRIA,197525,10307,Azul
2010,CASTILLA Y LEON,619066,30549,Azul
2010,CASTILLA Y LEON,1695430,95268,Azul
2010,CASTILLA Y LEON,10988,1451,Azul
2010,COMUNIDAD VALENCIANA,110213,7894,Azul
2010,COMUNIDAD VALENCIANA,7008,523,Azul
2010,COMUNIDAD VALENCIANA,18915,2187,Azul
2010,MADRID,167420,9522,Azul
2010,CATALUÑA,210007,5627,Azul
2010,GALICIA,11480,2367,Azul
2010,COMUNIDAD VALENCIANA,16200,1209,Azul
2010,ARAGON,47107,2868,Azul
2010,ARAGON,74990,4928,Azul
2010,COMUNIDAD VALENCIANA,2508,236,Azul
2010,CATALUÑA,520110,11739,Azul
2010,MADRID,471354,15087,Azul
2010,CASTILLA Y LEON,110360,1239,Azul
2010,CASTILLA-LA MANCHA,73870,6052,Azul
2010,EXTREMADURA,10750,774,Azul
2010,EXTREMADURA,43670,3245,Azul
2010,MADRID,229160,8232,Azul
2010,EXTREMADURA,111012,16205,Azul
2010,EXTREMADURA,151610,15606,Azul
2010,COMUNIDAD VALENCIANA,107208,8135,Azul
2010,CATALUÑA,257780,10376,Azul
2010,MADRID,43721,3062,Azul
2010,CASTILLA-LA MANCHA,32740,4025,Azul
2010,CASTILLA-LA MANCHA,80510,6622,Azul
2010,CASTILLA-LA MANCHA,11830,934,Azul
2010,COMUNIDAD VALENCIANA,15883,2521,Azul
2010,CASTILLA Y LEON,88780,2085,Azul
2010,MADRID,73188,2810,Azul
2010,COMUNIDAD VALENCIANA,40660,5439,Azul
2010,CASTILLA Y LEON,243250,10365,Azul
2010,CASTILLA Y LEON,95720,2596,Azul
2010,CASTILLA-LA MANCHA,17112,1584,Azul
2010,EXTREMADURA,13190,614,Azul
2010,EXTREMADURA,120950,10383,Azul
2010,MADRID,275478,11045,Azul
2010,COMUNIDAD VALENCIANA,65217,4949,Azul
2010,CASTILLA-LA MANCHA,39080,2338,Azul
2010,CASTILLA-LA MANCHA,200009,18194,Azul
2010,COMUNIDAD VALENCIANA,7272,636,Azul
2010,COMUNIDAD VALENCIANA,11818,882,Azul
2010,MADRID,548629,16804,Azul
2010,CASTILLA Y LEON,109805,13635,Azul
2010,ANDALUCIA,281900,26516,Azul
2010,MADRID,95812,3780,Azul
2010,CASTILLA-LA MANCHA,980222,51842,Azul
2010,CATALUÑA,340450,14319,Azul
2010,CATALUÑA,174040,6801,Azul
2010,CATALUÑA,1120840,27668,Azul
2010,COMUNIDAD VALENCIANA,23878,1782,Azul
2010,GALICIA,42980,10445,Azul
2010,GALICIA,32130,8579,Azul
2010,MADRID,2276990,109104,Azul
2010,GALICIA,27780,3742,Azul
2010,GALICIA,23260,3775,Azul
2010,COMUNIDAD VALENCIANA,11617,867,Azul
2010,COMUNIDAD VALENCIANA,4234,316,Azul
2010,CASTILLA-LA MANCHA,9080,839,Azul
2010,COMUNIDAD VALENCIANA,81813,3902,Azul
2010,COMUNIDAD VALENCIANA,35886,4562,Azul
2010,MADRID,406888,20204,Azul
2010,CASTILLA-LA MANCHA,31520,3671,Azul
2010,COMUNIDAD VALENCIANA,135903,9681,Azul
2010,MADRID,163406,5818,Azul
2010,COMUNIDAD VALENCIANA,12214,1081,Azul
2010,COMUNIDAD VALENCIANA,14374,1331,Azul
2010,PAIS VASCO,480470,5919,Azul
2010,MADRID,117163,3680,Azul
2010,CASTILLA Y LEON,6480,6940,Azul
2010,COMUNIDAD VALENCIANA,26759,1997,Azul
2010,MADRID,119783,6282,Azul
2010,COMUNIDAD VALENCIANA,5803,1175,Azul
2010,COMUNIDAD VALENCIANA,2513,574,Azul
2010,CATALUÑA,166554,5441,Azul
2010,ANDALUCIA,87640,26858,Azul
2010,COMUNIDAD VALENCIANA,13250,231,Azul
2010,COMUNIDAD VALENCIANA,4313,1005,Azul
2010,COMUNIDAD VALENCIANA,142361,9191,Azul
2010,COMUNIDAD VALENCIANA,9849,735,Azul
2010,MADRID,360520,14329,Azul
2010,CATALUÑA,55681,1086,Azul
2010,COMUNIDAD VALENCIANA,15201,1447,Azul
2010,CASTILLA Y LEON,54520,3927,Azul
2010,COMUNIDAD VALENCIANA,34638,2585,Azul
2010,GALICIA,30300,4336,Azul
2010,CASTILLA-LA MANCHA,26080,3535,Azul
2010,CASTILLA-LA MANCHA,14000,1337,Azul
2010,MADRID,26448,625,Azul
2010,EXTREMADURA,98320,4787,Azul
2010,GALICIA,6835,1584,Azul
2010,GALICIA,8960,2143,Azul
2010,MADRID,33681,1255,Azul
2010,CATALUÑA,201880,5102,Azul
2010,CATALUÑA,69440,2388,Azul
2010,CATALUÑA,443080,18472,Azul
2010,MADRID,68483,3035,Azul
2010,CASTILLA-LA MANCHA,36960,3422,Azul
2010,COMUNIDAD VALENCIANA,72076,5467,Azul
2010,ANDALUCIA,227770,21588,Azul
2010,CATALUÑA,1798059,43330,Azul
2010,CATALUÑA,430552,12111,Azul
2010,CATALUÑA,119634,3174,Azul
2010,CATALUÑA,95383,5209,Azul
2010,CATALUÑA,140962,5416,Azul
2010,COMUNIDAD VALENCIANA,35563,2654,Azul
2010,ANDALUCIA,129380,28100,Azul
2010,COMUNIDAD VALENCIANA,4471,683,Azul
2010,MADRID,103168,5759,Azul
2010,CANTABRIA,50100,3175,Azul
2010,CASTILLA-LA MANCHA,14240,839,Azul
2010,CASTILLA-LA MANCHA,24860,2410,Azul
2010,CATALUÑA,238297,9115,Azul
2010,ANDALUCIA,120000,13046,Azul
2010,CATALUÑA,236640,13843,Azul
2010,MADRID,97075,7392,Azul
2010,EXTREMADURA,452542,52593,Azul
2010,CASTILLA Y LEON,19020,3339,Azul
2010,PAIS VASCO,549424,12859,Azul
2010,PAIS VASCO,288240,6596,Azul
2010,CATALUÑA,141005,7636,Azul
2010,MADRID,266972,11133,Azul
2010,CANARIAS,2200,3231,Azul
2010,COMUNIDAD VALENCIANA,99820,11150,Azul
2010,MADRID,40390,1682,Azul
2010,COMUNIDAD VALENCIANA,81623,6868,Azul
2010,COMUNIDAD VALENCIANA,34071,10170,Azul
2010,MADRID,69144,2078,Azul
2010,MADRID,103620,5308,Azul
2010,MADRID,68100,3389,Azul
2010,MADRID,110847,3417,Azul
2010,MADRID,88300,6701,Azul
2010,COMUNIDAD VALENCIANA,155721,8300,Azul
2010,COMUNIDAD VALENCIANA,390,166,Azul
2010,COMUNIDAD VALENCIANA,1134,218,Azul
2010,COMUNIDAD VALENCIANA,90479,6115,Azul
2010,COMUNIDAD VALENCIANA,12303,1424,Azul
2010,COMUNIDAD VALENCIANA,3464,554,Azul
2010,MADRID,517622,26670,Azul
2010,COMUNIDAD VALENCIANA,69775,6014,Azul
2010,COMUNIDAD VALENCIANA,97013,13490,Azul
2010,COMUNIDAD VALENCIANA,22452,3397,Azul
2010,COMUNIDAD VALENCIANA,116279,9244,Azul
2010,COMUNIDAD VALENCIANA,72807,7240,Azul
2010,COMUNIDAD VALENCIANA,1369,304,Azul
2010,CASTILLA Y LEON,4761380,136231,Azul
2010,COMUNIDAD VALENCIANA,150000,11745,Azul
2010,COMUNIDAD VALENCIANA,223380,15958,Azul
2010,COMUNIDAD VALENCIANA,187620,20180,Azul
2010,COMUNIDAD VALENCIANA,292998,34523,Azul
2010,CASTILLA Y LEON,909337,46331,Azul
2010,CASTILLA Y LEON,4880910,178966,Azul
2010,CASTILLA Y LEON,4792840,155619,Azul
2010,COMUNIDAD VALENCIANA,131028,11053,Azul
2010,CASTILLA Y LEON,2756120,175864,Azul
2010,CASTILLA Y LEON,1617770,68736,Azul
2010,CASTILLA Y LEON,1319950,66293,Azul
2010,CASTILLA Y LEON,3440690,192071,Azul
2010,CASTILLA Y LEON,854731,39264,Azul
2010,CASTILLA Y LEON,771802,32928,Azul
2010,CASTILLA Y LEON,9109820,317864,Azul
2010,COMUNIDAD VALENCIANA,338680,30392,Azul
2010,CASTILLA Y LEON,1874285,82651,Azul
2010,CASTILLA Y LEON,221658,17162,Azul
2010,CASTILLA Y LEON,2574940,99905,Azul
2010,CASTILLA Y LEON,995040,126480,Azul
2010,CASTILLA-LA MANCHA,6070422,346671,Azul
2010,CASTILLA-LA MANCHA,2773970,180163,Azul
2010,CASTILLA-LA MANCHA,1437800,82291,Azul
2010,COMUNIDAD VALENCIANA,255990,21900,Azul
2010,CASTILLA-LA MANCHA,4935590,464665,Azul
2010,COMUNIDAD VALENCIANA,419018,55168,Azul
2010,COMUNIDAD VALENCIANA,41646,2521,Azul
2010,ANDALUCIA,7198741,234325,Azul
2010,COMUNIDAD VALENCIANA,265700,28609,Azul
2010,CASTILLA-LA MANCHA,1085498,88856,Azul
2010,CASTILLA-LA MANCHA,4943087,400891,Azul
2010,COMUNIDAD VALENCIANA,26620,2483,Azul
2010,COMUNIDAD VALENCIANA,124660,10327,Azul
2010,COMUNIDAD VALENCIANA,270944,19786,Azul
2010,COMUNIDAD VALENCIANA,44295,3723,Azul
2010,COMUNIDAD VALENCIANA,29435,2831,Azul
2010,COMUNIDAD VALENCIANA,386260,29914,Azul
2010,COMUNIDAD VALENCIANA,51260,19147,Azul
2010,COMUNIDAD VALENCIANA,3860,1811,Azul
2010,COMUNIDAD VALENCIANA,20400,2872,Azul
2010,COMUNIDAD VALENCIANA,3600,1771,Azul
2010,COMUNIDAD VALENCIANA,28764,1433,Azul
2010,COMUNIDAD VALENCIANA,160130,8893,Azul
2010,COMUNIDAD VALENCIANA,252220,22510,Azul
2010,COMUNIDAD VALENCIANA,66180,10054,Azul
2010,COMUNIDAD VALENCIANA,62929,9315,Azul
2010,CASTILLA-LA MANCHA,975180,72793,Azul
2010,COMUNIDAD VALENCIANA,53106,5926,Azul
2010,COMUNIDAD VALENCIANA,267850,29666,Azul
2010,COMUNIDAD VALENCIANA,1479450,31593,Azul
2010,COMUNIDAD VALENCIANA,95318,13060,Azul
2010,COMUNIDAD VALENCIANA,182220,25691,Azul
2010,COMUNIDAD VALENCIANA,128240,22050,Azul
2010,COMUNIDAD VALENCIANA,518961,51205,Azul
2010,CASTILLA-LA MANCHA,1463510,83039,Azul
2010,COMUNIDAD VALENCIANA,101866,7602,Azul
2010,COMUNIDAD VALENCIANA,1902,142,Azul
2010,COMUNIDAD VALENCIANA,338400,25499,Azul
2010,COMUNIDAD VALENCIANA,108520,4810,Azul
2010,COMUNIDAD VALENCIANA,12230,912,Azul
2010,COMUNIDAD VALENCIANA,117680,12030,Azul
2010,COMUNIDAD VALENCIANA,698640,26655,Azul
2010,COMUNIDAD VALENCIANA,121527,3700,Azul
2010,COMUNIDAD VALENCIANA,8200,612,Azul
2010,COMUNIDAD VALENCIANA,504350,26511,Azul
2010,COMUNIDAD VALENCIANA,395870,53126,Azul
2010,COMUNIDAD VALENCIANA,42920,3894,Azul
2010,ANDALUCIA,8826510,328428,Azul
2010,COMUNIDAD VALENCIANA,158825,2878,Azul
2010,ANDALUCIA,1368990,87696,Azul
2010,ANDALUCIA,623808,101570,Azul
2010,ANDALUCIA,2541935,235774,Azul
2010,MADRID,152740,2441,Azul
2010,MADRID,206170,8234,Azul
2010,MADRID,9546,858,Azul
2010,MADRID,22855,1326,Azul
2010,COMUNIDAD VALENCIANA,384400,27035,Azul
2010,COMUNIDAD VALENCIANA,109850,9351,Azul
2010,ANDALUCIA,871025,60279,Azul
2010,COMUNIDAD VALENCIANA,138620,7135,Azul
2010,COMUNIDAD VALENCIANA,3312320,230112,Azul
2010,COMUNIDAD VALENCIANA,347470,30691,Azul
2010,COMUNIDAD VALENCIANA,5722,818,Azul
2010,LA RIOJA,3502110,169286,Azul
2010,MADRID,182820,5530,Azul
2010,MADRID,503520,24943,Azul
2010,COMUNIDAD VALENCIANA,5226130,334757,Azul
